24;4527;0.051025390625
29;8287;0.024983723958333332
14;44689;0.011555989583333334
16;595494;0.012125651041666666
9;1;0.121826171875
27;3398;0.13810221354166666
21;314295;0.025227864583333332
34;/;0.007568359375
13;1162;0.0146484375
5;;
16;/;0.0068359375
6;1;3946.1045735677085
8;1;0.163330078125
11;1301;0.08821614583333333
9;1;0.052734375
6;1;1660.2835286458333
7;1;10.192952473958334
17;/;0.0078125
8;1;0.2786458333333333
15;/;0.007405598958333333
8;8287;0.040445963541666664
14;/;0.007975260416666666
15;1224;0.039469401041666664
33;/;0.006510416666666667
7;1;15.079020182291666
10;2759;52.848795572916664
25;/;0.006673177083333333
9;4951;0.014973958333333334
7;1;2.9163411458333335
27;8287;3.7119954427083335
19;/;0.006591796875
15;511678;0.017252604166666668
12;2;0.013997395833333334
30;9606;0.009602864583333334
20;/;0.007975260416666666
11;3701;0.016194661458333332
20;/;0.005533854166666667
13;862507;0.009521484375
11;/;0.007893880208333334
22;/;0.0068359375
7;1;5.384195963541667
22;543;0.051188151041666664
5;;
16;323850;0.007242838541666667
11;43733;0.013916015625
18;/;0.007568359375
26;436017;0.009602864583333334
34;1;2.4677734375
44;/;0.006266276041666667
16;4930;0.027180989583333332
25;4930;0.0166015625
11;7227;0.00927734375
10;/;0.005777994791666667
7;1;0.20914713541666666
9;40674;0.4945475260416667
19;279010;0.007731119791666667
24;1236;0.365234375
41;/;0.007080078125
5;;
16;1117;0.021158854166666668
7;1;4.299153645833333
32;4527;0.0126953125
12;/;0.005289713541666667
15;/;0.006022135416666667
35;/;0.006429036458333333
16;/;0.006184895833333333
11;1286322;0.039469401041666664
25;9103;0.006673177083333333
8;1;14.235758463541666
44;/;0.006917317708333333
18;207598;0.016194661458333332
41;74712;0.015055338541666666
17;5148;0.015055338541666666
27;2;0.029866536458333332
17;2743711;0.009602864583333334
10;8287;0.017171223958333332
8;1;0.021158854166666668
20;/;0.005289713541666667
9;1;0.4082845052083333
8;41665;0.12198893229166667
17;284812;0.005940755208333333
39;/;0.006673177083333333
47;/;0.00634765625
15;40674;0.15641276041666666
21;31953;0.045247395833333336
11;40674;0.5390625
9;342108;0.0087890625
16;9443;0.11800130208333333
19;/;0.005045572916666667
32;576611;0.007405598958333333
22;6033;0.007975260416666666
46;/;0.006266276041666667
7;1;1.8489583333333333
10;413496;0.023274739583333332
31;/;0.006184895833333333
8;1;1.0354817708333333
10;/;0.006184895833333333
15;28985;0.007975260416666666
10;/;0.0068359375
25;/;0.006022135416666667
7;1;0.5647786458333334
7;1;0.44873046875
48;286;0.026529947916666668
26;284811;0.007486979166666667
32;/;0.006510416666666667
6;1;410.5921223958333
13;3700;0.020751953125
12;/;0.0078125
8;1;0.064697265625
6;1;815.41796875
10;227321;0.01171875
9;89593;1.0931803385416667
7;1;9.62744140625
9;/;0.009521484375
17;/;0.007161458333333333
12;32341;0.023763020833333332
6;1;3989.0214029947915
9;2759;0.058756510416666664
43;9903;0.018229166666666668
41;/;0.008707682291666666
11;286;0.02197265625
18;6239;0.00927734375
16;314295;0.023356119791666668
24;/;0.0078125
20;356;0.153076171875
13;74201;0.026692708333333332
7;1;1.03466796875
14;1;0.3225911458333333
9;368408;0.010986328125
9;1301;0.23209635416666666
23;/;0.00732421875
9;1;5.309977213541667
18;3398;2.5271809895833335
19;/;0.008138020833333334
11;/;0.007893880208333334
20;32351;0.015869140625
14;4527;0.013427734375
13;/;0.006754557291666667
32;/;0.008056640625
17;326297;0.0078125
10;/;0.006591796875
20;5207;0.012939453125
7;1;5.219482421875
10;186817;0.037190755208333336
36;543;0.16389973958333334
7;1;0.8750813802083334
7;1;17.904622395833332
8;2759;0.09464518229166667
11;1;393.62353515625
30;/;0.008870442708333334
10;1;0.06632486979166667
41;/;0.007161458333333333
13;1;74.118408203125
5;;
7;1;2.6139322916666665
13;/;0.008138020833333334
13;147380;0.019612630208333332
20;394;0.008626302083333334
9;314293;0.024983723958333332
37;/;0.006754557291666667
26;/;0.006022135416666667
12;1643685;0.034912109375
28;/;0.0068359375
20;422564;0.0068359375
13;662;0.0244140625
10;5036;0.0087890625
17;6237;0.009358723958333334
28;8364;0.008382161458333334
8;1;1.2434895833333333
5;;
16;56688;0.037272135416666664
8;1;0.041259765625
15;32046;0.00927734375
6;1;5531.622233072917
15;6239;0.014567057291666666
15;/;0.009602864583333334
33;207598;0.022379557291666668
11;186801;0.045084635416666664
25;/;0.00732421875
32;284811;0.010091145833333334
13;272635;0.008707682291666666
7;1;937.824951171875
11;8364;0.012451171875
8;1;0.18839518229166666
8;1;0.024983723958333332
7;451864;0.12223307291666667
25;1281;0.0107421875
43;/;0.006917317708333333
8;1;0.06892903645833333
17;9606;0.009195963541666666
7;1;6.654215494791667
7;1;1.9659016927083333
29;3052;0.011962890625
7;1;0.5723470052083334
6;1;19.059814453125
8;2;0.035400390625
22;/;0.008138020833333334
18;/;0.007242838541666667
11;9986;0.012044270833333334
8;1;0.201171875
9;4952;0.012532552083333334
21;1;0.023274739583333332
9;4930;0.040283203125
11;3052223;0.008138020833333334
14;4893;0.071533203125
11;9986;0.010009765625
48;36427;0.008056640625
5;;
23;8287;19.30419921875
6;1;42.483723958333336
26;/;0.007731119791666667
28;284812;0.0068359375
12;2169701;0.008707682291666666
12;580165;0.009114583333333334
7;1;1.8256022135416667
11;/;0.007568359375
6;1;1094.6053873697917
32;314293;0.06290690104166667
39;/;0.00830078125
6;1;3423.1826985677085
14;32358;0.017333984375
6;1;152.38566080729166
18;48558;0.01416015625
7;1;0.13509114583333334
6;1;510.9956868489583
34;727944;0.010904947916666666
29;284812;0.008951822916666666
13;/;0.007731119791666667
10;9072;0.014241536458333334
13;8287;18.072102864583332
13;/;0.007568359375
25;234;0.09293619791666667
41;/;0.006591796875
13;8353;0.010986328125
5;;
23;28985;0.008626302083333334
31;1;0.23746744791666666
11;48558;0.013671875
11;/;0.007242838541666667
29;9031;0.013102213541666666
7;1;2.3775227864583335
6;1;10.099039713541666
9;1;0.031331380208333336
7;1;3.59619140625
12;194;0.10066731770833333
50;4930;0.022867838541666668
31;/;0.006998697916666667
15;2;0.12361653645833333
6;1;118.59488932291667
24;/;0.007405598958333333
30;/;0.006022135416666667
17;431241;0.009765625
12;/;0.006184895833333333
5;;
15;270;0.04541015625
22;44689;0.007486979166666667
9;314293;0.092041015625
17;5140;0.010579427083333334
9;2742598;0.056477864583333336
35;1408204;0.007893880208333334
7;1;2.514404296875
10;3726;0.008138020833333334
18;85;0.014485677083333334
17;/;0.006591796875
7;1;22.036783854166668
19;191373;0.008544921875
43;3701;0.015055338541666666
19;6239;0.008056640625
32;/;0.007242838541666667
8;4895;0.017985026041666668
16;/;0.006266276041666667
13;/;0.007405598958333333
6;1;38.520914713541664
8;4892;0.486083984375
31;/;0.006673177083333333
7;1;0.12841796875
9;1;1.061767578125
29;42054;0.010904947916666666
9;/;0.007242838541666667
6;1;637.3900553385416
9;7955;0.017415364583333332
9;43676;0.008951822916666666
29;883;0.009358723958333334
21;1;614.255126953125
10;/;0.010009765625
20;314146;0.073974609375
15;1236;0.038492838541666664
14;40674;0.9602864583333334
6;1;30.453287760416668
6;1;3558.4181315104165
8;1;0.07161458333333333
10;40674;0.15299479166666666
32;1386;0.010172526041666666
5;;
6;1;2747.3246256510415
26;4958;0.014973958333333334
6;1;74.047607421875
19;4107;0.012776692708333334
17;1760;0.7300618489583334
7;1;56.737955729166664
8;1;0.18709309895833334
8;1;0.203369140625
15;/;0.007731119791666667
20;1;0.3729654947916667
15;30727;0.0234375
8;1;1.317138671875
6;1;18.322835286458332
36;8287;0.011881510416666666
14;6237;0.021240234375
8;1;0.6577962239583334
12;/;0.008219401041666666
5;;
24;2188;0.010172526041666666
9;499;0.013671875
10;2759;21.212158203125
13;/;0.0078125
25;8355;0.009847005208333334
17;580165;0.009114583333333334
31;6238;0.007080078125
46;/;0.005940755208333333
24;91347;0.07454427083333333
24;8355;0.010009765625
30;1763;0.4085286458333333
8;1;0.020426432291666668
10;/;0.007161458333333333
8;1;0.0478515625
27;/;0.005452473958333333
10;114292;0.010416666666666666
14;2;0.009847005208333334
25;/;0.006266276041666667
15;/;0.006754557291666667
8;1;0.07405598958333333
25;8287;11.568115234375
10;2;0.16593424479166666
10;5052;0.028889973958333332
10;/;0.006103515625
13;2713;0.008870442708333334
5;;
25;1485;0.00830078125
8;2;0.041829427083333336
22;/;0.006998697916666667
29;/;0.005777994791666667
28;/;0.005533854166666667
14;/;0.005777994791666667
7;1;33.220621744791664
11;338;0.4302571614583333
16;/;0.008138020833333334
17;/;0.007161458333333333
6;1;183.12418619791666
5;;
10;284812;0.00927734375
15;7227;0.010009765625
10;/;0.007731119791666667
8;1;0.1455078125
21;13616;0.008870442708333334
12;33208;0.283203125
15;194924;0.011311848958333334
7;1;4.68115234375
