0;11;156.84
0;12;144.289
0;14;143.807
1;14;144.56
0;18;144.607
0;28;148.856
0;17;143.268
0;17;143.348
0;28;144.477
0;23;143.288
0;19;142.929
0;14;148.439
0;14;148.331
0;11;144.365
0;19;150.738
0;11;145.633
0;23;145.268
0;16;145.931
0;15;145.403
0;17;144.363
0;15;147.388
0;12;147.051
0;11;147.784
0;16;146.264
0;12;147.788
0;23;147.799
0;12;146.121
0;21;147.986
0;12;147.706
0;14;147.974
0;23;146.486
0;16;147.366
0;12;147.568
0;16;146.468
0;37;147.33
0;18;147.846
0;19;148.24
0;18;146.342
0;12;148.436
0;16;147.298
0;18;146.35
0;10;148.481
0;21;147.501
0;12;148.354
0;27;146.095
0;12;146.823
0;17;147.985
0;26;146.599
0;19;148.949
0;23;149.042
0;34;148.437
0;15;146.627
0;22;147.639
0;27;149.082
0;24;146.903
0;15;148.657
0;12;146.001
0;13;148.146
0;21;146.556
0;27;148.59
0;12;145.566
0;16;145.08
0;11;146.535
0;11;146.047
0;8;147.644
0;20;144.815
0;14;146.159
0;14;145.75
0;19;145.278
0;19;145.549
0;22;145.479
0;32;146.051
0;15;145.06
0;14;145.796
0;22;145.315
0;11;145.405
0;13;146.015
0;14;145.793
0;21;145.405
0;18;145.002
0;11;146.445
0;13;146.197
0;17;144.802
0;11;145.758
0;38;146.933
0;18;146.656
0;7;144.901
0;13;145.211
0;17;144.903
0;11;143.626
0;11;147.818
0;17;144.803
0;9;144.554
0;11;143.964
0;11;148.174
0;13;144.75
0;13;143.802
0;23;148.209
0;11;144.355
0;9;143.612
0;18;148.148
0;14;143.823
0;21;143.581
0;16;144.826
0;9;144.106
0;12;144.001
0;11;143.708
0;14;143.952
0;11;145.054
0;22;145.074
0;10;146.349
0;20;145.959
0;13;145.693
0;9;145.282
0;16;145.512
0;32;147.403
1;18;144.089
0;21;149.818
0;32;145.163
0;14;145.444
0;27;144.012
0;18;148.862
0;18;148.515
0;9;143.335
0;10;147.706
0;23;143.918
0;16;143.659
0;14;143.811
0;19;146.214
0;26;143.764
0;15;144.38
0;10;147.998
0;13;145.65
0;23;144.742
0;10;144.829
0;23;145.148
0;22;144.358
0;18;144.866
0;22;145.256
0;14;144.449
0;14;148.701
0;12;148.71
0;18;143.821
0;12;147.786
0;10;144.219
0;17;144.78
0;23;143.799
0;24;148.277
0;11;144.723
0;9;143.984
0;25;149.364
0;16;145.766
0;19;144.603
0;11;145.662
0;18;145.286
0;17;145.725
0;28;144.51
0;25;145.346
0;19;145.802
0;16;144.576
0;16;145.231
0;12;148.368
0;10;144.202
0;8;148.393
0;26;145.263
0;22;145.304
0;16;144.385
0;25;144.993
0;9;148.397
0;14;144.522
0;17;149.164
0;16;144.677
0;28;144.382
0;15;145.073
0;13;145.212
0;16;145.92
0;18;144.803
0;21;150.432
0;14;145.929
0;12;144.535
0;34;144.45
0;22;145.043
0;10;143.998
0;13;149.305
0;12;148.841
0;17;147.285
0;34;144.796
0;24;145.87
0;10;145.637
0;16;145.22
0;14;145.172
0;21;145.986
0;11;145.691
0;22;145.083
0;25;146.256
0;17;146.204
0;12;145.158
0;12;146.048
0;15;146.267
0;14;145.247
0;14;144.893
