0;7;0.007958984375
0;31;0.00341796875
0;23;0.0032958984375
0;12;0.0027587890625
0;18;0.002734375
0;17;0.0025390625
0;16;0.0026611328125
0;9;0.0025146484375
0;11;0.0035888671875
0;25;0.0036376953125
0;8;0.0024658203125
0;16;0.002685546875
0;13;0.0022705078125
0;16;0.0027587890625
0;21;0.0022705078125
0;16;0.0033203125
1;15;0.0051513671875
0;16;0.0029296875
0;14;0.00244140625
0;6;0.0020263671875
0;27;0.0021728515625
0;13;0.0025390625
0;12;0.00234375
0;15;0.001611328125
0;16;0.00283203125
0;8;0.002392578125
0;23;0.0025146484375
0;12;0.00224609375
0;14;0.0016357421875
0;7;0.002294921875
0;18;0.0027587890625
0;10;0.001513671875
0;18;0.0021484375
0;10;0.001953125
1;15;0.1175537109375
1;10;0.005224609375
1;12;0.187890625
0;11;0.0019287109375
0;13;0.0020751953125
0;12;0.002099609375
1;10;0.0756591796875
0;20;0.00205078125
0;16;0.002099609375
0;15;0.001318359375
1;14;0.411376953125
0;9;0.0022705078125
1;6;0.003662109375
0;13;0.0018798828125
0;15;0.0020751953125
0;11;0.0037109375
0;20;0.0020263671875
0;20;0.0015380859375
0;20;0.002197265625
0;17;0.0028076171875
0;11;0.0020263671875
0;27;0.002099609375
0;12;0.002099609375
0;18;0.0019775390625
0;15;0.001708984375
0;10;0.0020751953125
0;12;0.0023681640625
0;12;0.0018310546875
0;23;0.0017578125
1;17;0.0037109375
0;15;0.0022705078125
0;7;0.001708984375
0;16;0.0018798828125
0;11;0.0017333984375
0;20;0.0016357421875
0;14;0.001904296875
0;10;0.0022705078125
0;12;0.00205078125
0;27;0.0021240234375
0;35;0.00166015625
0;16;0.0015380859375
0;25;0.0020751953125
0;15;0.0017578125
0;9;0.0018310546875
0;26;0.0018310546875
0;28;0.0019287109375
0;11;0.0018798828125
0;13;0.0016357421875
0;32;0.0031005859375
0;13;0.0020751953125
0;15;0.0023193359375
0;10;0.0017333984375
0;12;0.0021728515625
0;14;0.0019287109375
0;13;0.0018798828125
0;9;0.0020263671875
0;17;0.002099609375
0;9;0.0016845703125
0;10;0.00166015625
0;9;0.0019287109375
1;8;0.0114990234375
0;12;0.0020263671875
0;9;0.0022216796875
0;8;0.0017822265625
0;10;0.002099609375
0;9;0.001708984375
0;8;0.0018310546875
1;11;0.004638671875
0;9;0.001611328125
1;12;6.3080322265625
1;12;0.00576171875
0;13;0.0026123046875
0;11;0.0026123046875
0;9;0.00224609375
1;12;0.0029541015625
1;8;0.0024658203125
0;28;0.00205078125
0;22;0.00234375
1;22;0.0041015625
0;32;0.0021484375
0;12;0.0021484375
0;21;0.002294921875
0;10;0.0023681640625
1;31;0.0022705078125
0;19;0.0020263671875
0;10;0.001708984375
0;15;0.00205078125
0;20;0.002392578125
1;11;0.006640625
0;13;0.0020751953125
1;12;0.0049560546875
0;24;0.00224609375
0;15;0.00205078125
0;8;0.0017822265625
0;15;0.0019775390625
0;17;0.0020751953125
